"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"740987281423491072","740575028366839808","132423726","2016-06-09 19:21:49 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@baby_baby_84 この前、胃カメラをオエオエ飲んでる途中、寒さ以外で初めて震えを観測してびびった…怖いと本当に震えるんだね…(((((´･_･`))))))))","","","",""
"739684050911121408","739474493903511554","132423726","2016-06-06 05:03:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@baby_baby_84 まとめ記事で見た「あなたは自分の服やスタイルを自分で決定できる自由がある。そしてそれによって他人があなたをどう思うかについても引き受ける責任がある」という海外の学校の服装規定は名言だと思う。","","","",""
"739682495298338817","739461406500651008","132423726","2016-06-06 04:57:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@baby_baby_84 きみちゃんも連れて行って、最近のぬいぐるみは動きがなめらかやろって騙したい","","","",""
"739660442134405121","","","2016-06-06 03:29:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @takinamiyukari: 女児しかいない私にはまったく想像がつかないが、同じ小2の男児がいるママンに話を聞いたら「うちの子も同じようなことをやるかもしれない。その場で泣いて待つんじゃなくて、もう一人で生きていくって割り切ってどこかに向かって歩き出す可能性はある」と…","738541330318524416","333236757","2016-06-03 01:22:29 +0000",""
"739112631072489473","738994721289207808","132423726","2016-06-04 15:12:37 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@baby_baby_84 あれは色々こわかった…！","","","",""
"738840192275087360","738821165183995904","132423726","2016-06-03 21:10:03 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@baby_baby_84 探偵ナイトスクープの、「誰にでもついてく男の子」みたいなね…","","","",""
"738687406103109635","","","2016-06-03 11:02:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","結構、飛行機がいっぱいとんでるんだなー。夕暮れの飛行機って綺麗。点滅しないゆっくり移動する光をみつけて、ISSかと思ったけど軌道的に違う。他の人口衛星？でもかなり大きかったような… https://t.co/BGsarTA7sQ","","","","https://twitter.com/oru78/status/738687406103109635/photo/1"
"738685691530346496","","","2016-06-03 10:56:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","茄子・しめじ入りミートソースとほうれん草入りホワイトソースマカロニのグラタンを作ったけど、結構大変で一品で終了w（あとは作り置きのトマトのマリネ）メニューの寂しさを紛らわすために、ベランダで食べてみた。もう暑いしね〜 https://t.co/f8NjykPDNg","","","","https://twitter.com/oru78/status/738685691530346496/photo/1"
"738144110675034113","","","2016-06-01 23:04:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","突然の「明日、海に行きます♪お弁当と水着・ラッシュガードよろしく」という保育園のお知らせに驚く…。もはやOL弁当を超えて、サラリーマン弁当だな、コレ。 https://t.co/XKK4bOmYOP","","","","https://twitter.com/oru78/status/738144110675034113/photo/1"
"737603492722839553","","","2016-05-31 11:15:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","保育園で、縫い物の課題がスタート。家に帰って早速、雑巾を縫って、拭き掃除もしてくれたw できれば毎日お願い致したいww https://t.co/wpQo8TNVu6","","","","https://twitter.com/oru78/status/737603492722839553/photo/1,https://twitter.com/oru78/status/737603492722839553/photo/1"
"737442960069906432","","","2016-05-31 00:37:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","★こちらが編集可能スペースです（あなたの紹介文を40文字でご記入ください）★ 『楽天カード』を見る [楽天] https://t.co/nzNhbTvkAP","","","","http://a.r10.to/hs4Zp4"
"736712037523279873","","","2016-05-29 00:13:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子は父に抱きつき「1番好きなのが父上、2番目が母上、3番がハヤト！」こっちをチラリとみて「母上、くやしい？( ^ω^ )」と挑発する事も忘れないw父が、えっ！僕、ハヤトより上？！と声を弾ませると、「べっ、べつに！」ってツンデレか！ https://t.co/yr3wR5dZij","","","","https://twitter.com/oru78/status/736712037523279873/photo/1"
"736456672047075328","","","2016-05-28 07:18:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","救急車はかなり小さい模様… https://t.co/uHj1PWwcBk","","","","https://twitter.com/oru78/status/736456672047075328/photo/1,https://twitter.com/oru78/status/736456672047075328/photo/1,https://twitter.com/oru78/status/736456672047075328/photo/1"
"736455370948763648","","","2016-05-28 07:13:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子のキッザニアごっこ（動物病院）が中々に本格的wwちゃんと開腹器使ってるwww https://t.co/mnmnplEHUn","","","","https://twitter.com/oru78/status/736455370948763648/photo/1"
"735279507372789760","","","2016-05-25 01:21:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","子はキッザニアの中で、科学研究所（ヤクルト提供）の仕事が一番楽しかったらしい。将来は科学者になりたいそうｗ父も科学者だよ（一応）と言うとΣ(ﾟдﾟ;) ﾇｵｫ!?と超おどろいてたｗｗスーパーに行くと、ヤクルトの効能を鼻息荒く力説して、ヤクルトを買わされるようになりました。。","","","",""
"734451472876765184","","","2016-05-22 18:30:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","今日の発見。紫河'sの水環境館は意外と面白い事。そこと井筒屋地下が地下道で繋がってる事。ビーフキッチン菜好牛のソファ席が半円形でゆったり出来る事。お子様ランチは肝心のハンバーグがイマイチ（火を通しすぎ）で大人のハンバーグをガッポリ取られるので次回は大人用を三人前頼む必要がある事。","","","",""
"733684755338649600","","","2016-05-20 15:44:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","「でもね、寝る前には、ちょっとだけ涙がでたんよ。ワーンとじゃないよ、こっち（左）の目から、ちょっとだけ。私だけじゃなくて、皆だよ。だって、お母さんが恋しくなるんよ。しょうがない。みんな、お母さんが大好きなんよ」…君、ポエムの才能あるわ〜（゜-Å) ホロリ","","","",""
"733682361401909249","","","2016-05-20 15:34:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子の保育園でのお泊まり会、海にも山にも行ったらしい。ハードだなぁ…私には無理だわ…。すごく楽しかったみたいで、夕食にフキごはん作ったとか、海で死んでた魚の様子とか、山登りのルートとか、帰ってから話が停まらないw https://t.co/TgsibIGVys","","","","https://twitter.com/oru78/status/733682361401909249/photo/1"
"732863156519723008","","","2016-05-18 09:19:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","手抜きして夕食にお弁当を買ったので、せっかく気持ちいい気候だし公園で。立ち漕ぎとか出来るようになったんだな〜。「ブランコさん、私を木まで連れてって！」といちいちメルヘンw https://t.co/MCCTZNuJWz","","","","https://twitter.com/oru78/status/732863156519723008/photo/1"
"732421528235565057","","","2016-05-17 04:04:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","子、きみちゃんちにお泊りの際、フラワーバスに入りたいと…。オマエはどっかの姫なのか！と。きみちゃんが丹精こめて育てた花を、コレも、コレも！とブチブチ手折っていったとか…。ちゅーか、きみちゃん、ちゃんと怒ってくれ。","","","",""
"732043717423419393","","","2016-05-16 03:03:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","子のお医者さんごっこ。「困った事はなんですか？」というので、子供がキミちゃんちに泊まると、おやつばかりちょこちょこ食べてご飯をあまりたべないんですと相談すると、「あ～それはね～、お菓子とか買わないでください。それか、隠す！」と真っ当な回答ｗ処方箋？に　かくす　って書いてくれたｗｗ","","","",""
"729986731382956034","","","2016-05-10 10:49:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","〈速報＞卵ごはん作成中w醤油入れすぎたらしく、卵を3個使用www https://t.co/dRik9zBHzD","","","","https://twitter.com/oru78/status/729986731382956034/photo/1"
"729986534242279424","","","2016-05-10 10:48:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","〈速報＞卵ごはん作成中w醤油入れすぎたらしく、卵を3個使用www","","","",""
"729888594802806784","","","2016-05-10 04:19:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","子に自分で出した鉛筆を片付けてと言ったら、「母上は、なにも仕事しないで、わたしばっかり・・・ﾌﾞﾂﾌﾞﾂ・・・もう手伝ってやらん」と言われたのでブチ切れました。丸一日、育児を放棄したいとおもいます。夕食は、自分で作った卵かけご飯でも食べとけ！と言おうと思います。これもまた母の日。","","","",""
"725775084502151168","725717236321652736","132423726","2016-04-28 19:53:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 @hirako111 マニアック系かぁ…ユニット名はポチャリケで決まりやね…w","","","",""
"725659395653140480","","","2016-04-28 12:14:16 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子、初めてアイカツのアニメを視聴。「アイドルになりたいかも…そのためには、髪を伸ばさんといけんし、ポチャリケもどうにかせんといけん…」ポチャリケwwwポチャリ気かwwポッチャリ感って事かwww","","","",""
"722706903890075650","722661139495129089","132423726","2016-04-20 08:42:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 なんかバカにされてる感アリww","","","",""
"719255788171079680","719128676231565313","132423726","2016-04-10 20:08:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 私も去年びっくりした‼︎でも、下層には昔の雰囲気が残されて、古い文明の上に建てられた都市みたいで怖いんよ…","","","",""
"718720407000354816","","","2016-04-09 08:41:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","保育園のレクレーションの筍掘り。品評会では一等賞をGET‼︎今年で最後なので、力を出し切った…(*￣ω￣)美味しいサイズも五本程獲れたし、我が筍掘り人生に悔いなし(๑¯﹀¯๑) https://t.co/Mf3oVOQLd9","","","","https://twitter.com/oru78/status/718720407000354816/photo/1"
"718335774450696197","","","2016-04-08 07:12:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","年長になって鶏当番が始まった子が「ニワトリ上手に抱っこ出来るようになった！(`･ω･´)ｷﾘｯ」と嬉しそう。「やけね、マール（猫）も抱っこ出来るかなーと思ってやってみたけど、前足が伸びただけやった…(´･ω･`)しょぼｰん」あ～・・・猫は長いからね、、そろそろ練習させてみるか。。","","","",""
"713175507693490176","","","2016-03-25 01:27:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","天ぷら居酒屋。子が「あっ！ゆきのしただー、食べたーい」と一目で言い当てて驚かれる。さすがあゆみっこ…！私はわかりませんでした。。おじちゃんがご褒美にか、海老天ぷらサービスしてくれたw https://t.co/cEG9qr68I2","","","","https://twitter.com/oru78/status/713175507693490176/photo/1"
"709947079565512705","709813689784741888","132423726","2016-03-16 03:39:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 うちのマール課長にもかけて差し上げたい…！","","","",""
"708984979523436544","","","2016-03-13 11:56:06 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子が「明日、ティニー(アニメ)見せないと、怒るからね(*｀へ´*)」などと言うので、そんな言い方されると言われた人は絶対に見せてやらん！一生怒っておれば良い！って思うよ(｀_´)、と諭したら、ヤマザキがいやそこまでは…とフォローしていたw","","","",""
"704177292759543814","","","2016-02-29 05:32:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子に、チンタラしてたら置いていくよ！と脅したら、ドカッと飛び乗ってきて（痛い、重い…
）、「ひどい事を言った……えーっと、、…おみやげ？」とか言ってきた。それ多分、仕返し(;ﾟ;ж;ﾟ; )ﾌﾞﾌｫ","","","",""
"698820172904140800","","","2016-02-14 10:44:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子にはバレンタインの制度をまだ教えていないので、チョコケーキを食べる日として記憶されているwあ〜グローバーのケーキ美味しいわ〜〜（≧∇≦） https://t.co/xn5mjYPNhJ","","","","https://twitter.com/oru78/status/698820172904140800/photo/1"
"693693559841554432","","","2016-01-31 07:13:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","このセンス、嫌いじゃない https://t.co/yeNhrC6wmo","","","","https://twitter.com/oru78/status/693693559841554432/photo/1"
"693586195838709761","","","2016-01-31 00:06:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子がままごとで本日のメニューとドリンクリストを作ってくれた。しゃんぱにゅwww https://t.co/Jc33IlAQfl","","","","https://twitter.com/oru78/status/693586195838709761/photo/1"
"692335530613329920","","","2016-01-27 13:17:08 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子は「放題」を覚えた (チャララチャッチャンチャンチャーン)「今日は甘え放題の日やけ、寝るまで隣におって♥️」母のMPは可愛さで5回復した。HPは10のダメージ。 「(眠りかけ)…大きくなったら…からあげ食べ放題のお店をする…」母は笑いをこらえてHP5のダメージww","","","",""
